Date,Time,Temperature,,,Year,Stream,Kittle,Mile,Easting,Northing
5/23/1998,00:12:12.0,58.7,,,1998,Jackson Cr.,S-88-8-2,0.2,729344,5311756
5/23/1998,02:12:12.0,57.4,,,,,,,,
5/23/1998,04:12:12.0,56,,,,,,,,
5/23/1998,06:12:12.0,54.6,,,,,,,,
5/23/1998,08:12:12.0,54.6,,,,,,,,
5/23/1998,10:12:12.0,56.7,,,,,,,,
5/23/1998,12:12:12.0,60.8,,,,,,,,
5/23/1998,14:12:12.0,64.2,,,,,,,,
5/23/1998,16:12:12.0,65.6,,,,,,,,
5/23/1998,18:12:12.0,65.6,,,,,,,,
5/23/1998,20:12:12.0,64.2,,,,,,,,
5/23/1998,22:12:12.0,61.5,,,,,,,,
5/24/1998,00:12:12.0,59.4,,,,,,,,
5/24/1998,02:12:12.0,58,,,,,,,,
5/24/1998,04:12:12.0,56.7,,,,,,,,
5/24/1998,06:12:12.0,55.3,,,,,,,,
5/24/1998,08:12:12.0,55.3,,,,,,,,
5/24/1998,10:12:12.0,56.7,,,,,,,,
5/24/1998,12:12:12.0,60.8,,,,,,,,
5/24/1998,14:12:12.0,63.5,,,,,,,,
5/24/1998,16:12:12.0,65.6,,,,,,,,
5/24/1998,18:12:12.0,65.6,,,,,,,,
5/24/1998,20:12:12.0,64.2,,,,,,,,
5/24/1998,22:12:12.0,62.2,,,,,,,,
5/25/1998,00:12:12.0,60.1,,,,,,,,
5/25/1998,02:12:12.0,58,,,,,,,,
5/25/1998,04:12:12.0,56.7,,,,,,,,
5/25/1998,06:12:12.0,55.3,,,,,,,,
5/25/1998,08:12:12.0,55.3,,,,,,,,
5/25/1998,10:12:12.0,57.4,,,,,,,,
5/25/1998,12:12:12.0,60.8,,,,,,,,
5/25/1998,14:12:12.0,63.5,,,,,,,,
5/25/1998,16:12:12.0,64.2,,,,,,,,
5/25/1998,18:12:12.0,64.2,,,,,,,,
5/25/1998,20:12:12.0,63.5,,,,,,,,
5/25/1998,22:12:12.0,61.5,,,,,,,,
5/26/1998,00:12:12.0,60.1,,,,,,,,
5/26/1998,02:12:12.0,58,,,,,,,,
5/26/1998,04:12:12.0,56,,,,,,,,
5/26/1998,06:12:12.0,55.3,,,,,,,,
5/26/1998,08:12:12.0,54.6,,,,,,,,
5/26/1998,10:12:12.0,56,,,,,,,,
5/26/1998,12:12:12.0,58.7,,,,,,,,
5/26/1998,14:12:12.0,61.5,,,,,,,,
5/26/1998,16:12:12.0,63.5,,,,,,,,
5/26/1998,18:12:12.0,63.5,,,,,,,,
5/26/1998,20:12:12.0,61.5,,,,,,,,
5/26/1998,22:12:12.0,59.4,,,,,,,,
5/27/1998,00:12:12.0,57.4,,,,,,,,
5/27/1998,02:12:12.0,54.6,,,,,,,,
5/27/1998,04:12:12.0,53.9,,,,,,,,
5/27/1998,06:12:12.0,53.2,,,,,,,,
5/27/1998,08:12:12.0,53.2,,,,,,,,
5/27/1998,10:12:12.0,56,,,,,,,,
5/27/1998,12:12:12.0,60.1,,,,,,,,
5/27/1998,14:12:12.0,63.5,,,,,,,,
5/27/1998,16:12:12.0,64.2,,,,,,,,
5/27/1998,18:12:12.0,63.5,,,,,,,,
5/27/1998,20:12:12.0,62.2,,,,,,,,
5/27/1998,22:12:12.0,60.8,,,,,,,,
5/28/1998,00:12:12.0,60.1,,,,,,,,
5/28/1998,02:12:12.0,59.4,,,,,,,,
5/28/1998,04:12:12.0,58.7,,,,,,,,
5/28/1998,06:12:12.0,58.7,,,,,,,,
5/28/1998,08:12:12.0,60.1,,,,,,,,
5/28/1998,10:12:12.0,61.5,,,,,,,,
5/28/1998,12:12:12.0,64.9,,,,,,,,
5/28/1998,14:12:12.0,68.4,,,,,,,,
5/28/1998,16:12:12.0,69.7,,,,,,,,
5/28/1998,18:12:12.0,70.4,,,,,,,,
5/28/1998,20:12:12.0,68.4,,,,,,,,
5/28/1998,22:12:12.0,67,,,,,,,,
5/29/1998,00:12:12.0,65.6,,,,,,,,
5/29/1998,02:12:12.0,64.2,,,,,,,,
5/29/1998,04:12:12.0,62.8,,,,,,,,
5/29/1998,06:12:12.0,62.2,,,,,,,,
5/29/1998,08:12:12.0,61.5,,,,,,,,
5/29/1998,10:12:12.0,61.5,,,,,,,,
5/29/1998,12:12:12.0,62.8,,,,,,,,
5/29/1998,14:12:12.0,64.2,,,,,,,,
5/29/1998,16:12:12.0,64.9,,,,,,,,
5/29/1998,18:12:12.0,64.2,,,,,,,,
5/29/1998,20:12:12.0,62.8,,,,,,,,
5/29/1998,22:12:12.0,60.8,,,,,,,,
5/30/1998,00:12:12.0,59.4,,,,,,,,
5/30/1998,02:12:12.0,58,,,,,,,,
5/30/1998,04:12:12.0,56.7,,,,,,,,
5/30/1998,06:12:12.0,56,,,,,,,,
5/30/1998,08:12:12.0,56,,,,,,,,
5/30/1998,10:12:12.0,56.7,,,,,,,,
5/30/1998,12:12:12.0,56.7,,,,,,,,
5/30/1998,14:12:12.0,56,,,,,,,,
5/30/1998,16:12:12.0,56,,,,,,,,
5/30/1998,18:12:12.0,56,,,,,,,,
5/30/1998,20:12:12.0,56,,,,,,,,
5/30/1998,22:12:12.0,55.3,,,,,,,,
5/31/1998,00:12:12.0,55.3,,,,,,,,
5/31/1998,02:12:12.0,55.3,,,,,,,,
5/31/1998,04:12:12.0,55.3,,,,,,,,
5/31/1998,06:12:12.0,55.3,,,,,,,,
5/31/1998,08:12:12.0,54.6,,,,,,,,
5/31/1998,10:12:12.0,54.6,,,,,,,,
5/31/1998,12:12:12.0,56,,,,,,,,
5/31/1998,14:12:12.0,58.7,,,,,,,,
5/31/1998,16:12:12.0,58.7,,,,,,,,
5/31/1998,18:12:12.0,58,,,,,,,,
5/31/1998,20:12:12.0,56.7,,,,,,,,
5/31/1998,22:12:12.0,56,,,,,,,,
6/1/1998,00:12:12.0,54.6,,,,,,,,
6/1/1998,02:12:12.0,53.9,,,,,,,,
6/1/1998,04:12:12.0,53.9,,,,,,,,
6/1/1998,06:12:12.0,53.9,,,,,,,,
6/1/1998,08:12:12.0,53.9,,,,,,,,
6/1/1998,10:12:12.0,53.9,,,,,,,,
6/1/1998,12:12:12.0,53.9,,,,,,,,
6/1/1998,14:12:12.0,53.9,,,,,,,,
6/1/1998,16:12:12.0,53.9,,,,,,,,
6/1/1998,18:12:12.0,53.2,,,,,,,,
6/1/1998,20:12:12.0,53.2,,,,,,,,
6/1/1998,22:12:12.0,52.5,,,,,,,,
6/2/1998,00:12:12.0,52.5,,,,,,,,
6/2/1998,02:12:12.0,51.8,,,,,,,,
6/2/1998,04:12:12.0,51.8,,,,,,,,
6/2/1998,06:12:12.0,51.1,,,,,,,,
6/2/1998,08:12:12.0,51.1,,,,,,,,
6/2/1998,10:12:12.0,51.1,,,,,,,,
6/2/1998,12:12:12.0,51.8,,,,,,,,
6/2/1998,14:12:12.0,54.6,,,,,,,,
6/2/1998,16:12:12.0,54.6,,,,,,,,
6/2/1998,18:12:12.0,54.6,,,,,,,,
6/2/1998,20:12:12.0,53.2,,,,,,,,
6/2/1998,22:12:12.0,52.5,,,,,,,,
6/3/1998,00:12:12.0,51.8,,,,,,,,
6/3/1998,02:12:12.0,51.1,,,,,,,,
6/3/1998,04:12:12.0,50.4,,,,,,,,
6/3/1998,06:12:12.0,49.7,,,,,,,,
6/3/1998,08:12:12.0,49.7,,,,,,,,
6/3/1998,10:12:12.0,49.7,,,,,,,,
6/3/1998,12:12:12.0,50.4,,,,,,,,
6/3/1998,14:12:12.0,50.4,,,,,,,,
6/3/1998,16:12:12.0,51.8,,,,,,,,
6/3/1998,18:12:12.0,52.5,,,,,,,,
6/3/1998,20:12:12.0,52.5,,,,,,,,
6/3/1998,22:12:12.0,51.8,,,,,,,,
6/4/1998,00:12:12.0,51.1,,,,,,,,
6/4/1998,02:12:12.0,50.4,,,,,,,,
6/4/1998,04:12:12.0,49.7,,,,,,,,
6/4/1998,06:12:12.0,49,,,,,,,,
6/4/1998,08:12:12.0,49,,,,,,,,
6/4/1998,10:12:12.0,49.7,,,,,,,,
6/4/1998,12:12:12.0,51.1,,,,,,,,
6/4/1998,14:12:12.0,53.2,,,,,,,,
6/4/1998,16:12:12.0,53.2,,,,,,,,
6/4/1998,18:12:12.0,53.9,,,,,,,,
6/4/1998,20:12:12.0,53.2,,,,,,,,
6/4/1998,22:12:12.0,52.5,,,,,,,,
6/5/1998,00:12:12.0,51.8,,,,,,,,
6/5/1998,02:12:12.0,51.1,,,,,,,,
6/5/1998,04:12:12.0,50.4,,,,,,,,
6/5/1998,06:12:12.0,50.4,,,,,,,,
6/5/1998,08:12:12.0,50.4,,,,,,,,
6/5/1998,10:12:12.0,51.1,,,,,,,,
6/5/1998,12:12:12.0,51.1,,,,,,,,
6/5/1998,14:12:12.0,51.8,,,,,,,,
6/5/1998,16:12:12.0,51.8,,,,,,,,
6/5/1998,18:12:12.0,52.5,,,,,,,,
6/5/1998,20:12:12.0,52.5,,,,,,,,
6/5/1998,22:12:12.0,52.5,,,,,,,,
6/6/1998,00:12:12.0,51.8,,,,,,,,
6/6/1998,02:12:12.0,50.4,,,,,,,,
6/6/1998,04:12:12.0,49.7,,,,,,,,
6/6/1998,06:12:12.0,49,,,,,,,,
6/6/1998,08:12:12.0,49,,,,,,,,
6/6/1998,10:12:12.0,50.4,,,,,,,,
6/6/1998,12:12:12.0,51.1,,,,,,,,
6/6/1998,14:12:12.0,51.8,,,,,,,,
6/6/1998,16:12:12.0,52.5,,,,,,,,
6/6/1998,18:12:12.0,52.5,,,,,,,,
6/6/1998,20:12:12.0,52.5,,,,,,,,
6/6/1998,22:12:12.0,51.8,,,,,,,,
6/7/1998,00:12:12.0,51.8,,,,,,,,
6/7/1998,02:12:12.0,51.1,,,,,,,,
6/7/1998,04:12:12.0,51.1,,,,,,,,
6/7/1998,06:12:12.0,50.4,,,,,,,,
6/7/1998,08:12:12.0,51.1,,,,,,,,
6/7/1998,10:12:12.0,51.8,,,,,,,,
6/7/1998,12:12:12.0,52.5,,,,,,,,
6/7/1998,14:12:12.0,53.2,,,,,,,,
6/7/1998,16:12:12.0,53.9,,,,,,,,
6/7/1998,18:12:12.0,54.6,,,,,,,,
6/7/1998,20:12:12.0,54.6,,,,,,,,
6/7/1998,22:12:12.0,54.6,,,,,,,,
6/8/1998,00:12:12.0,53.9,,,,,,,,
6/8/1998,02:12:12.0,53.2,,,,,,,,
6/8/1998,04:12:12.0,53.2,,,,,,,,
6/8/1998,06:12:12.0,52.5,,,,,,,,
6/8/1998,08:12:12.0,51.8,,,,,,,,
6/8/1998,10:12:12.0,53.2,,,,,,,,
6/8/1998,12:12:12.0,56,,,,,,,,
6/8/1998,14:12:12.0,59.4,,,,,,,,
6/8/1998,16:12:12.0,60.8,,,,,,,,
6/8/1998,18:12:12.0,61.5,,,,,,,,
6/8/1998,20:12:12.0,60.8,,,,,,,,
6/8/1998,22:12:12.0,58.7,,,,,,,,
6/9/1998,00:12:12.0,56.7,,,,,,,,
6/9/1998,02:12:12.0,55.3,,,,,,,,
6/9/1998,04:12:12.0,53.9,,,,,,,,
6/9/1998,06:12:12.0,52.5,,,,,,,,
6/9/1998,08:12:12.0,52.5,,,,,,,,
6/9/1998,10:12:12.0,53.9,,,,,,,,
6/9/1998,12:12:12.0,57.4,,,,,,,,
6/9/1998,14:12:12.0,59.4,,,,,,,,
6/9/1998,16:12:12.0,60.8,,,,,,,,
6/9/1998,18:12:12.0,60.8,,,,,,,,
6/9/1998,20:12:12.0,60.8,,,,,,,,
6/9/1998,22:12:12.0,59.4,,,,,,,,
6/10/1998,00:12:12.0,57.4,,,,,,,,
6/10/1998,02:12:12.0,56.7,,,,,,,,
6/10/1998,04:12:12.0,56,,,,,,,,
6/10/1998,06:12:12.0,55.3,,,,,,,,
6/10/1998,08:12:12.0,55.3,,,,,,,,
6/10/1998,10:12:12.0,56,,,,,,,,
6/10/1998,12:12:12.0,57.4,,,,,,,,
6/10/1998,14:12:12.0,58.7,,,,,,,,
6/10/1998,16:12:12.0,59.4,,,,,,,,
6/10/1998,18:12:12.0,59.4,,,,,,,,
6/10/1998,20:12:12.0,58.7,,,,,,,,
6/10/1998,22:12:12.0,58,,,,,,,,
6/11/1998,00:12:12.0,57.4,,,,,,,,
6/11/1998,02:12:12.0,57.4,,,,,,,,
6/11/1998,04:12:12.0,56.7,,,,,,,,
6/11/1998,06:12:12.0,56.7,,,,,,,,
6/11/1998,08:12:12.0,56.7,,,,,,,,
6/11/1998,10:12:12.0,56.7,,,,,,,,
6/11/1998,12:12:12.0,56.7,,,,,,,,
6/11/1998,14:12:12.0,56.7,,,,,,,,
6/11/1998,16:12:12.0,56.7,,,,,,,,
6/11/1998,18:12:12.0,56.7,,,,,,,,
6/11/1998,20:12:12.0,56.7,,,,,,,,
6/11/1998,22:12:12.0,56.7,,,,,,,,
6/12/1998,00:12:12.0,56.7,,,,,,,,
6/12/1998,02:12:12.0,56.7,,,,,,,,
6/12/1998,04:12:12.0,56.7,,,,,,,,
6/12/1998,06:12:12.0,56.7,,,,,,,,
6/12/1998,08:12:12.0,56.7,,,,,,,,
6/12/1998,10:12:12.0,56.7,,,,,,,,
6/12/1998,12:12:12.0,57.4,,,,,,,,
6/12/1998,14:12:12.0,57.4,,,,,,,,
6/12/1998,16:12:12.0,58,,,,,,,,
6/12/1998,18:12:12.0,58.7,,,,,,,,
6/12/1998,20:12:12.0,58,,,,,,,,
6/12/1998,22:12:12.0,58,,,,,,,,
6/13/1998,00:12:12.0,57.4,,,,,,,,
6/13/1998,02:12:12.0,57.4,,,,,,,,
6/13/1998,04:12:12.0,56.7,,,,,,,,
6/13/1998,06:12:12.0,56,,,,,,,,
6/13/1998,08:12:12.0,56,,,,,,,,
6/13/1998,10:12:12.0,56.7,,,,,,,,
6/13/1998,12:12:12.0,59.4,,,,,,,,
6/13/1998,14:12:12.0,65.6,,,,,,,,
6/13/1998,16:12:12.0,66.3,,,,,,,,
6/13/1998,18:12:12.0,67.7,,,,,,,,
6/13/1998,20:12:12.0,67,,,,,,,,
6/13/1998,22:12:12.0,64.9,,,,,,,,
6/14/1998,00:12:12.0,63.5,,,,,,,,
6/14/1998,02:12:12.0,61.5,,,,,,,,
6/14/1998,04:12:12.0,60.1,,,,,,,,
6/14/1998,06:12:12.0,59.4,,,,,,,,
6/14/1998,08:12:12.0,58.7,,,,,,,,
6/14/1998,10:12:12.0,60.8,,,,,,,,
6/14/1998,12:12:12.0,64.9,,,,,,,,
6/14/1998,14:12:12.0,68.4,,,,,,,,
6/14/1998,16:12:12.0,71.8,,,,,,,,
6/14/1998,18:12:12.0,71.8,,,,,,,,
6/14/1998,20:12:12.0,70.4,,,,,,,,
6/14/1998,22:12:12.0,67.7,,,,,,,,
6/15/1998,00:12:12.0,66.3,,,,,,,,
6/15/1998,02:12:12.0,64.2,,,,,,,,
6/15/1998,04:12:12.0,62.8,,,,,,,,
6/15/1998,06:12:12.0,61.5,,,,,,,,
6/15/1998,08:12:12.0,61.5,,,,,,,,
6/15/1998,10:12:12.0,62.8,,,,,,,,
6/15/1998,12:12:12.0,65.6,,,,,,,,
6/15/1998,14:12:12.0,69,,,,,,,,
6/15/1998,16:12:12.0,71.8,,,,,,,,
6/15/1998,18:12:12.0,72.5,,,,,,,,
6/15/1998,20:12:12.0,71.1,,,,,,,,
6/15/1998,22:12:12.0,69.7,,,,,,,,
6/16/1998,00:12:12.0,68.4,,,,,,,,
6/16/1998,02:12:12.0,66.3,,,,,,,,
6/16/1998,04:12:12.0,64.9,,,,,,,,
6/16/1998,06:12:12.0,64.2,,,,,,,,
6/16/1998,08:12:12.0,63.5,,,,,,,,
6/16/1998,10:12:12.0,64.9,,,,,,,,
6/16/1998,12:12:12.0,67,,,,,,,,
6/16/1998,14:12:12.0,70.4,,,,,,,,
6/16/1998,16:12:12.0,73.2,,,,,,,,
6/16/1998,18:12:12.0,73.2,,,,,,,,
6/16/1998,20:12:12.0,71.8,,,,,,,,
6/16/1998,22:12:12.0,69.7,,,,,,,,
6/17/1998,00:12:12.0,67.7,,,,,,,,
6/17/1998,02:12:12.0,65.6,,,,,,,,
6/17/1998,04:12:12.0,64.2,,,,,,,,
6/17/1998,06:12:12.0,63.5,,,,,,,,
6/17/1998,08:12:12.0,62.8,,,,,,,,
6/17/1998,10:12:12.0,64.2,,,,,,,,
6/17/1998,12:12:12.0,68.4,,,,,,,,
6/17/1998,14:12:12.0,70.4,,,,,,,,
6/17/1998,16:12:12.0,71.8,,,,,,,,
6/17/1998,18:12:12.0,71.8,,,,,,,,
6/17/1998,20:12:12.0,71.1,,,,,,,,
6/17/1998,22:12:12.0,69,,,,,,,,
6/18/1998,00:12:12.0,67,,,,,,,,
6/18/1998,02:12:12.0,66.3,,,,,,,,
6/18/1998,04:12:12.0,65.6,,,,,,,,
6/18/1998,06:12:12.0,64.9,,,,,,,,
6/18/1998,08:12:12.0,64.9,,,,,,,,
6/18/1998,10:12:12.0,65.6,,,,,,,,
6/18/1998,12:12:12.0,66.3,,,,,,,,
6/18/1998,14:12:12.0,65.6,,,,,,,,
6/18/1998,16:12:12.0,66.3,,,,,,,,
6/18/1998,18:12:12.0,66.3,,,,,,,,
6/18/1998,20:12:12.0,65.6,,,,,,,,
6/18/1998,22:12:12.0,65.6,,,,,,,,
6/19/1998,00:12:12.0,64.9,,,,,,,,
6/19/1998,02:12:12.0,64.2,,,,,,,,
6/19/1998,04:12:12.0,63.5,,,,,,,,
6/19/1998,06:12:12.0,63.5,,,,,,,,
6/19/1998,08:12:12.0,63.5,,,,,,,,
6/19/1998,10:12:12.0,63.5,,,,,,,,
6/19/1998,12:12:12.0,63.5,,,,,,,,
6/19/1998,14:12:12.0,64.9,,,,,,,,
6/19/1998,16:12:12.0,66.3,,,,,,,,
6/19/1998,18:12:12.0,67,,,,,,,,
6/19/1998,20:12:12.0,67.7,,,,,,,,
6/19/1998,22:12:12.0,66.3,,,,,,,,
6/20/1998,00:12:12.0,65.6,,,,,,,,
6/20/1998,02:12:12.0,64.9,,,,,,,,
6/20/1998,04:12:12.0,64.2,,,,,,,,
6/20/1998,06:12:12.0,64.2,,,,,,,,
6/20/1998,08:12:12.0,64.2,,,,,,,,
6/20/1998,10:12:12.0,64.9,,,,,,,,
6/20/1998,12:12:12.0,67,,,,,,,,
6/20/1998,14:12:12.0,68.4,,,,,,,,
6/20/1998,16:12:12.0,68.4,,,,,,,,
6/20/1998,18:12:12.0,69,,,,,,,,
6/20/1998,20:12:12.0,69,,,,,,,,
6/20/1998,22:12:12.0,67.7,,,,,,,,
6/21/1998,00:12:12.0,67,,,,,,,,
6/21/1998,02:12:12.0,65.6,,,,,,,,
6/21/1998,04:12:12.0,64.9,,,,,,,,
6/21/1998,06:12:12.0,63.5,,,,,,,,
6/21/1998,08:12:12.0,63.5,,,,,,,,
6/21/1998,10:12:12.0,64.9,,,,,,,,
6/21/1998,12:12:12.0,67,,,,,,,,
6/21/1998,14:12:12.0,69.7,,,,,,,,
6/21/1998,16:12:12.0,69.7,,,,,,,,
6/21/1998,18:12:12.0,69.7,,,,,,,,
6/21/1998,20:12:12.0,69,,,,,,,,
6/21/1998,22:12:12.0,68.4,,,,,,,,
6/22/1998,00:12:12.0,67.7,,,,,,,,
6/22/1998,02:12:12.0,66.3,,,,,,,,
6/22/1998,04:12:12.0,65.6,,,,,,,,
6/22/1998,06:12:12.0,64.9,,,,,,,,
6/22/1998,08:12:12.0,64.9,,,,,,,,
6/22/1998,10:12:12.0,65.6,,,,,,,,
6/22/1998,12:12:12.0,65.6,,,,,,,,
6/22/1998,14:12:12.0,66.3,,,,,,,,
6/22/1998,16:12:12.0,67,,,,,,,,
6/22/1998,18:12:12.0,67,,,,,,,,
6/22/1998,20:12:12.0,66.3,,,,,,,,
6/22/1998,22:12:12.0,65.6,,,,,,,,
6/23/1998,00:12:12.0,64.2,,,,,,,,
6/23/1998,02:12:12.0,63.5,,,,,,,,
6/23/1998,04:12:12.0,63.5,,,,,,,,
6/23/1998,06:12:12.0,62.8,,,,,,,,
6/23/1998,08:12:12.0,63.5,,,,,,,,
6/23/1998,10:12:12.0,64.2,,,,,,,,
6/23/1998,12:12:12.0,64.9,,,,,,,,
6/23/1998,14:12:12.0,67.7,,,,,,,,
6/23/1998,16:12:12.0,68.4,,,,,,,,
6/23/1998,18:12:12.0,69,,,,,,,,
6/23/1998,20:12:12.0,68.4,,,,,,,,
6/23/1998,22:12:12.0,67.7,,,,,,,,
6/24/1998,00:12:12.0,66.3,,,,,,,,
6/24/1998,02:12:12.0,64.9,,,,,,,,
6/24/1998,04:12:12.0,64.2,,,,,,,,
6/24/1998,06:12:12.0,63.5,,,,,,,,
6/24/1998,08:12:12.0,63.5,,,,,,,,
6/24/1998,10:12:12.0,62.8,,,,,,,,
6/24/1998,12:12:12.0,63.5,,,,,,,,
6/24/1998,14:12:12.0,65.6,,,,,,,,
6/24/1998,16:12:12.0,66.3,,,,,,,,
6/24/1998,18:12:12.0,66.3,,,,,,,,
6/24/1998,20:12:12.0,65.6,,,,,,,,
6/24/1998,22:12:12.0,64.9,,,,,,,,
6/25/1998,00:12:12.0,64.9,,,,,,,,
6/25/1998,02:12:12.0,64.2,,,,,,,,
6/25/1998,04:12:12.0,63.5,,,,,,,,
6/25/1998,06:12:12.0,62.8,,,,,,,,
6/25/1998,08:12:12.0,62.8,,,,,,,,
6/25/1998,10:12:12.0,62.8,,,,,,,,
6/25/1998,12:12:12.0,63.5,,,,,,,,
6/25/1998,14:12:12.0,64.2,,,,,,,,
6/25/1998,16:12:12.0,64.2,,,,,,,,
6/25/1998,18:12:12.0,64.9,,,,,,,,
6/25/1998,20:12:12.0,65.6,,,,,,,,
6/25/1998,22:12:12.0,64.2,,,,,,,,
6/26/1998,00:12:12.0,64.2,,,,,,,,
6/26/1998,02:12:12.0,63.5,,,,,,,,
6/26/1998,04:12:12.0,63.5,,,,,,,,
