Date,Time,Temperature,,,Year,Stream,Kittle,Mile,Easting,Northing
9/3/1998,10:12:12.0,55.3,,,,,,,,
9/3/1998,12:12:12.0,57.4,,,,,,,,
9/3/1998,14:12:12.0,58,,,,,,,,
9/3/1998,16:12:12.0,58.7,,,,,,,,
9/3/1998,18:12:12.0,58.7,,,,,,,,
9/3/1998,20:12:12.0,58,,,,,,,,
9/3/1998,22:12:12.0,56.7,,,,,,,,
9/4/1998,00:12:12.0,55.3,,,,,,,,
9/4/1998,02:12:12.0,53.9,,,,,,,,
9/4/1998,04:12:12.0,53.2,,,,,,,,
9/4/1998,06:12:12.0,52.5,,,,,,,,
9/4/1998,08:12:12.0,52.5,,,,,,,,
9/4/1998,10:12:12.0,53.9,,,,,,,,
9/4/1998,12:12:12.0,56.7,,,,,,,,
9/4/1998,14:12:12.0,59.4,,,,,,,,
9/4/1998,16:12:12.0,60.8,,,,,,,,
9/4/1998,18:12:12.0,60.8,,,,,,,,
9/4/1998,20:12:12.0,60.1,,,,,,,,
9/4/1998,22:12:12.0,58.7,,,,,,,,
9/5/1998,00:12:12.0,58,,,,,,,,
9/5/1998,02:12:12.0,56.7,,,,,,,,
9/5/1998,04:12:12.0,56,,,,,,,,
9/5/1998,06:12:12.0,55.3,,,,,,,,
9/5/1998,08:12:12.0,54.6,,,,,,,,
9/5/1998,10:12:12.0,56,,,,,,,,
9/5/1998,12:12:12.0,58.7,,,,,,,,
9/5/1998,14:12:12.0,61.5,,,,,,,,
9/5/1998,16:12:12.0,62.8,,,,,,,,
9/5/1998,18:12:12.0,62.8,,,,,,,,
9/5/1998,20:12:12.0,62.2,,,,,,,,
9/5/1998,22:12:12.0,61.5,,,,,,,,
9/6/1998,00:12:12.0,60.1,,,,,,,,
9/6/1998,02:12:12.0,59.4,,,,,,,,
9/6/1998,04:12:12.0,58,,,,,,,,
9/6/1998,06:12:12.0,57.4,,,,,,,,
9/6/1998,08:12:12.0,56.7,,,,,,,,
9/6/1998,10:12:12.0,56.7,,,,,,,,
9/6/1998,12:12:12.0,58,,,,,,,,
9/6/1998,14:12:12.0,59.4,,,,,,,,
9/6/1998,16:12:12.0,60.1,,,,,,,,
9/6/1998,18:12:12.0,60.1,,,,,,,,
9/6/1998,20:12:12.0,59.4,,,,,,,,
9/6/1998,22:12:12.0,58,,,,,,,,
9/7/1998,00:12:12.0,56.7,,,,,,,,
9/7/1998,02:12:12.0,55.3,,,,,,,,
9/7/1998,04:12:12.0,53.9,,,,,,,,
9/7/1998,06:12:12.0,52.5,,,,,,,,
9/7/1998,08:12:12.0,51.8,,,,,,,,
9/7/1998,10:12:12.0,52.5,,,,,,,,
9/7/1998,12:12:12.0,53.9,,,,,,,,
9/7/1998,14:12:12.0,55.3,,,,,,,,
9/7/1998,16:12:12.0,56,,,,,,,,
9/7/1998,18:12:12.0,56,,,,,,,,
9/7/1998,20:12:12.0,56,,,,,,,,
9/7/1998,22:12:12.0,54.6,,,,,,,,
9/8/1998,00:12:12.0,53.9,,,,,,,,
9/8/1998,02:12:12.0,53.2,,,,,,,,
9/8/1998,04:12:12.0,53.2,,,,,,,,
9/8/1998,06:12:12.0,52.5,,,,,,,,
9/8/1998,08:12:12.0,51.8,,,,,,,,
9/8/1998,10:12:12.0,52.5,,,,,,,,
9/8/1998,12:12:12.0,53.9,,,,,,,,
9/8/1998,14:12:12.0,55.3,,,,,,,,
9/8/1998,16:12:12.0,56,,,,,,,,
9/8/1998,18:12:12.0,56,,,,,,,,
9/8/1998,20:12:12.0,55.3,,,,,,,,
9/8/1998,22:12:12.0,54.6,,,,,,,,
9/9/1998,00:12:12.0,53.2,,,,,,,,
9/9/1998,02:12:12.0,51.8,,,,,,,,
9/9/1998,04:12:12.0,50.4,,,,,,,,
9/9/1998,06:12:12.0,49.7,,,,,,,,
9/9/1998,08:12:12.0,48.3,,,,,,,,
9/9/1998,10:12:12.0,49,,,,,,,,
9/9/1998,12:12:12.0,51.8,,,,,,,,
9/9/1998,14:12:12.0,53.9,,,,,,,,
9/9/1998,16:12:12.0,55.3,,,,,,,,
9/9/1998,18:12:12.0,55.3,,,,,,,,
9/9/1998,20:12:12.0,54.6,,,,,,,,
9/9/1998,22:12:12.0,53.9,,,,,,,,
9/10/1998,00:12:12.0,53.2,,,,,,,,
9/10/1998,02:12:12.0,51.8,,,,,,,,
9/10/1998,04:12:12.0,51.8,,,,,,,,
9/10/1998,06:12:12.0,51.8,,,,,,,,
9/10/1998,08:12:12.0,51.8,,,,,,,,
9/10/1998,10:12:12.0,52.5,,,,,,,,
9/10/1998,12:12:12.0,54.6,,,,,,,,
9/10/1998,14:12:12.0,57.4,,,,,,,,
9/10/1998,16:12:12.0,58,,,,,,,,
9/10/1998,18:12:12.0,58,,,,,,,,
9/10/1998,20:12:12.0,58,,,,,,,,
9/10/1998,22:12:12.0,58,,,,,,,,
9/11/1998,00:12:12.0,58,,,,,,,,
9/11/1998,02:12:12.0,58,,,,,,,,
9/11/1998,04:12:12.0,58,,,,,,,,
9/11/1998,06:12:12.0,58,,,,,,,,
9/11/1998,08:12:12.0,58,,,,,,,,
9/11/1998,10:12:12.0,58.7,,,,,,,,
9/11/1998,12:12:12.0,60.8,,,,,,,,
9/11/1998,14:12:12.0,62.8,,,,,,,,
9/11/1998,16:12:12.0,62.8,,,,,,,,
9/11/1998,18:12:12.0,63.5,,,,,,,,
9/11/1998,20:12:12.0,62.8,,,,,,,,
9/11/1998,22:12:12.0,62.2,,,,,,,,
9/12/1998,00:12:12.0,61.5,,,,,,,,
9/12/1998,02:12:12.0,60.1,,,,,,,,
9/12/1998,04:12:12.0,58.7,,,,,,,,
9/12/1998,06:12:12.0,57.4,,,,,,,,
9/12/1998,08:12:12.0,56,,,,,,,,
9/12/1998,10:12:12.0,56,,,,,,,,
9/12/1998,12:12:12.0,58,,,,,,,,
9/12/1998,14:12:12.0,60.1,,,,,,,,
9/12/1998,16:12:12.0,60.1,,,,,,,,
9/12/1998,18:12:12.0,60.1,,,,,,,,
9/12/1998,20:12:12.0,60.1,,,,,,,,
9/12/1998,22:12:12.0,59.4,,,,,,,,
9/13/1998,00:12:12.0,58.7,,,,,,,,
9/13/1998,02:12:12.0,58.7,,,,,,,,
9/13/1998,04:12:12.0,58,,,,,,,,
9/13/1998,06:12:12.0,57.4,,,,,,,,
9/13/1998,08:12:12.0,57.4,,,,,,,,
9/13/1998,10:12:12.0,57.4,,,,,,,,
9/13/1998,12:12:12.0,58.7,,,,,,,,
9/13/1998,14:12:12.0,60.8,,,,,,,,
9/13/1998,16:12:12.0,61.5,,,,,,,,
9/13/1998,18:12:12.0,61.5,,,,,,,,
9/13/1998,20:12:12.0,61.5,,,,,,,,
9/13/1998,22:12:12.0,60.8,,,,,,,,
9/14/1998,00:12:12.0,60.1,,,,,,,,
9/14/1998,02:12:12.0,60.1,,,,,,,,
9/14/1998,04:12:12.0,60.1,,,,,,,,
9/14/1998,06:12:12.0,60.1,,,,,,,,
9/14/1998,08:12:12.0,60.1,,,,,,,,
9/14/1998,10:12:12.0,60.1,,,,,,,,
9/14/1998,12:12:12.0,60.1,,,,,,,,
9/14/1998,14:12:12.0,60.8,,,,,,,,
9/14/1998,16:12:12.0,62.2,,,,,,,,
9/14/1998,18:12:12.0,62.2,,,,,,,,
9/14/1998,20:12:12.0,61.5,,,,,,,,
9/14/1998,22:12:12.0,60.8,,,,,,,,
9/15/1998,00:12:12.0,59.4,,,,,,,,
9/15/1998,02:12:12.0,58.7,,,,,,,,
9/15/1998,04:12:12.0,58,,,,,,,,
9/15/1998,06:12:12.0,57.4,,,,,,,,
9/15/1998,08:12:12.0,56,,,,,,,,
9/15/1998,10:12:12.0,56,,,,,,,,
9/15/1998,12:12:12.0,57.4,,,,,,,,
9/15/1998,14:12:12.0,59.4,,,,,,,,
9/15/1998,16:12:12.0,59.4,,,,,,,,
9/15/1998,18:12:12.0,58.7,,,,,,,,
9/15/1998,20:12:12.0,58,,,,,,,,
9/15/1998,22:12:12.0,56.7,,,,,,,,
9/16/1998,00:12:12.0,56,,,,,,,,
9/16/1998,02:12:12.0,54.6,,,,,,,,
9/16/1998,04:12:12.0,53.2,,,,,,,,
9/16/1998,06:12:12.0,52.5,,,,,,,,
9/16/1998,08:12:12.0,51.8,,,,,,,,
9/16/1998,10:12:12.0,52.5,,,,,,,,
9/16/1998,12:12:12.0,55.3,,,,,,,,
9/16/1998,14:12:12.0,57.4,,,,,,,,
9/16/1998,16:12:12.0,58.7,,,,,,,,
9/16/1998,18:12:12.0,58.7,,,,,,,,
9/16/1998,20:12:12.0,58.7,,,,,,,,
9/16/1998,22:12:12.0,58,,,,,,,,
9/17/1998,00:12:12.0,56.7,,,,,,,,
9/17/1998,02:12:12.0,56,,,,,,,,
9/17/1998,04:12:12.0,55.3,,,,,,,,
9/17/1998,06:12:12.0,54.6,,,,,,,,
9/17/1998,08:12:12.0,55.3,,,,,,,,
9/17/1998,10:12:12.0,56,,,,,,,,
9/17/1998,12:12:12.0,57.4,,,,,,,,
9/17/1998,14:12:12.0,58,,,,,,,,
9/17/1998,16:12:12.0,58.7,,,,,,,,
9/17/1998,18:12:12.0,58.7,,,,,,,,
9/17/1998,20:12:12.0,58.7,,,,,,,,
9/17/1998,22:12:12.0,57.4,,,,,,,,
9/18/1998,00:12:12.0,56.7,,,,,,,,
9/18/1998,02:12:12.0,56.7,,,,,,,,
9/18/1998,04:12:12.0,56.7,,,,,,,,
9/18/1998,06:12:12.0,57.4,,,,,,,,
9/18/1998,08:12:12.0,57.4,,,,,,,,
9/18/1998,10:12:12.0,58,,,,,,,,
9/18/1998,12:12:12.0,60.1,,,,,,,,
9/18/1998,14:12:12.0,61.5,,,,,,,,
9/18/1998,16:12:12.0,62.2,,,,,,,,
9/18/1998,18:12:12.0,61.5,,,,,,,,
9/18/1998,20:12:12.0,59.4,,,,,,,,
9/18/1998,22:12:12.0,58.7,,,,,,,,
9/19/1998,00:12:12.0,58.7,,,,,,,,
9/19/1998,02:12:12.0,58,,,,,,,,
9/19/1998,04:12:12.0,57.4,,,,,,,,
9/19/1998,06:12:12.0,56,,,,,,,,
9/19/1998,08:12:12.0,55.3,,,,,,,,
9/19/1998,10:12:12.0,55.3,,,,,,,,
9/19/1998,12:12:12.0,56.7,,,,,,,,
9/19/1998,14:12:12.0,57.4,,,,,,,,
9/19/1998,16:12:12.0,57.4,,,,,,,,
9/19/1998,18:12:12.0,58,,,,,,,,
9/19/1998,20:12:12.0,58,,,,,,,,
9/19/1998,22:12:12.0,58,,,,,,,,
9/20/1998,00:12:12.0,58,,,,,,,,
9/20/1998,02:12:12.0,58.7,,,,,,,,
9/20/1998,04:12:12.0,58.7,,,,,,,,
9/20/1998,06:12:12.0,58.7,,,,,,,,
9/20/1998,08:12:12.0,58,,,,,,,,
9/20/1998,10:12:12.0,58,,,,,,,,
9/20/1998,12:12:12.0,60.1,,,,,,,,
9/20/1998,14:12:12.0,60.8,,,,,,,,
9/20/1998,16:12:12.0,60.8,,,,,,,,
9/20/1998,18:12:12.0,60.1,,,,,,,,
9/20/1998,20:12:12.0,58.7,,,,,,,,
9/20/1998,22:12:12.0,58,,,,,,,,
9/21/1998,00:12:12.0,57.4,,,,,,,,
9/21/1998,02:12:12.0,56.7,,,,,,,,
9/21/1998,04:12:12.0,56,,,,,,,,
9/21/1998,06:12:12.0,55.3,,,,,,,,
9/21/1998,08:12:12.0,54.6,,,,,,,,
9/21/1998,10:12:12.0,54.6,,,,,,,,
9/21/1998,12:12:12.0,54.6,,,,,,,,
9/21/1998,14:12:12.0,55.3,,,,,,,,
9/21/1998,16:12:12.0,56,,,,,,,,
9/21/1998,18:12:12.0,56,,,,,,,,
9/21/1998,20:12:12.0,54.6,,,,,,,,
9/21/1998,22:12:12.0,53.9,,,,,,,,
9/22/1998,00:12:12.0,53.2,,,,,,,,
9/22/1998,02:12:12.0,52.5,,,,,,,,
9/22/1998,04:12:12.0,51.8,,,,,,,,
9/22/1998,06:12:12.0,51.1,,,,,,,,
9/22/1998,08:12:12.0,50.4,,,,,,,,
9/22/1998,10:12:12.0,51.1,,,,,,,,
9/22/1998,12:12:12.0,51.8,,,,,,,,
9/22/1998,14:12:12.0,53.2,,,,,,,,
9/22/1998,16:12:12.0,53.2,,,,,,,,
9/22/1998,18:12:12.0,53.2,,,,,,,,
9/22/1998,20:12:12.0,53.2,,,,,,,,
9/22/1998,22:12:12.0,51.8,,,,,,,,
9/23/1998,00:12:12.0,50.4,,,,,,,,
9/23/1998,02:12:12.0,49.7,,,,,,,,
9/23/1998,04:12:12.0,49.7,,,,,,,,
9/23/1998,06:12:12.0,50.4,,,,,,,,
9/23/1998,08:12:12.0,50.4,,,,,,,,
9/23/1998,10:12:12.0,51.1,,,,,,,,
9/23/1998,12:12:12.0,52.5,,,,,,,,
9/23/1998,14:12:12.0,54.6,,,,,,,,
9/23/1998,16:12:12.0,54.6,,,,,,,,
9/23/1998,18:12:12.0,54.6,,,,,,,,
9/23/1998,20:12:12.0,53.9,,,,,,,,
9/23/1998,22:12:12.0,53.9,,,,,,,,
9/24/1998,00:12:12.0,53.2,,,,,,,,
9/24/1998,02:12:12.0,53.2,,,,,,,,
9/24/1998,04:12:12.0,52.5,,,,,,,,
9/24/1998,06:12:12.0,51.8,,,,,,,,
9/24/1998,08:12:12.0,52.5,,,,,,,,
9/24/1998,10:12:12.0,52.5,,,,,,,,
9/24/1998,12:12:12.0,53.2,,,,,,,,
9/24/1998,14:12:12.0,53.2,,,,,,,,
9/24/1998,16:12:12.0,53.9,,,,,,,,
9/24/1998,18:12:12.0,53.9,,,,,,,,
9/24/1998,20:12:12.0,53.9,,,,,,,,
9/24/1998,22:12:12.0,53.2,,,,,,,,
9/25/1998,00:12:12.0,53.2,,,,,,,,
9/25/1998,02:12:12.0,53.2,,,,,,,,
9/25/1998,04:12:12.0,53.2,,,,,,,,
9/25/1998,06:12:12.0,53.2,,,,,,,,
9/25/1998,08:12:12.0,53.2,,,,,,,,
9/25/1998,10:12:12.0,53.9,,,,,,,,
9/25/1998,12:12:12.0,55.3,,,,,,,,
9/25/1998,14:12:12.0,56.7,,,,,,,,
9/25/1998,16:12:12.0,57.4,,,,,,,,
9/25/1998,18:12:12.0,57.4,,,,,,,,
9/25/1998,20:12:12.0,56.7,,,,,,,,
9/25/1998,22:12:12.0,56,,,,,,,,
9/26/1998,00:12:12.0,55.3,,,,,,,,
9/26/1998,02:12:12.0,55.3,,,,,,,,
9/26/1998,04:12:12.0,54.6,,,,,,,,
9/26/1998,06:12:12.0,54.6,,,,,,,,
9/26/1998,08:12:12.0,54.6,,,,,,,,
9/26/1998,10:12:12.0,54.6,,,,,,,,
9/26/1998,12:12:12.0,55.3,,,,,,,,
9/26/1998,14:12:12.0,55.3,,,,,,,,
9/26/1998,16:12:12.0,55.3,,,,,,,,
9/26/1998,18:12:12.0,54.6,,,,,,,,
9/26/1998,20:12:12.0,54.6,,,,,,,,
9/26/1998,22:12:12.0,54.6,,,,,,,,
9/27/1998,00:12:12.0,54.6,,,,,,,,
9/27/1998,02:12:12.0,54.6,,,,,,,,
9/27/1998,04:12:12.0,54.6,,,,,,,,
9/27/1998,06:12:12.0,53.9,,,,,,,,
9/27/1998,08:12:12.0,53.9,,,,,,,,
9/27/1998,10:12:12.0,53.9,,,,,,,,
9/27/1998,12:12:12.0,53.9,,,,,,,,
9/27/1998,14:12:12.0,54.6,,,,,,,,
9/27/1998,16:12:12.0,54.6,,,,,,,,
9/27/1998,18:12:12.0,54.6,,,,,,,,
9/27/1998,20:12:12.0,53.9,,,,,,,,
9/27/1998,22:12:12.0,53.2,,,,,,,,
9/28/1998,00:12:12.0,52.5,,,,,,,,
9/28/1998,02:12:12.0,51.8,,,,,,,,
9/28/1998,04:12:12.0,51.1,,,,,,,,
9/28/1998,06:12:12.0,51.1,,,,,,,,
9/28/1998,08:12:12.0,50.4,,,,,,,,
9/28/1998,10:12:12.0,51.1,,,,,,,,
9/28/1998,12:12:12.0,53.2,,,,,,,,
9/28/1998,14:12:12.0,54.6,,,,,,,,
9/28/1998,16:12:12.0,55.3,,,,,,,,
9/28/1998,18:12:12.0,55.3,,,,,,,,
9/28/1998,20:12:12.0,55.3,,,,,,,,
9/28/1998,22:12:12.0,55.3,,,,,,,,
9/29/1998,00:12:12.0,55.3,,,,,,,,
9/29/1998,02:12:12.0,54.6,,,,,,,,
9/29/1998,04:12:12.0,54.6,,,,,,,,
9/29/1998,06:12:12.0,53.9,,,,,,,,
9/29/1998,08:12:12.0,53.2,,,,,,,,
9/29/1998,10:12:12.0,53.9,,,,,,,,
9/29/1998,12:12:12.0,54.6,,,,,,,,
9/29/1998,14:12:12.0,55.3,,,,,,,,
9/29/1998,16:12:12.0,54.6,,,,,,,,
9/29/1998,18:12:12.0,54.6,,,,,,,,
9/29/1998,20:12:12.0,53.9,,,,,,,,
9/29/1998,22:12:12.0,53.2,,,,,,,,
9/30/1998,00:12:12.0,52.5,,,,,,,,
9/30/1998,02:12:12.0,51.8,,,,,,,,
9/30/1998,04:12:12.0,51.8,,,,,,,,
9/30/1998,06:12:12.0,51.8,,,,,,,,
9/30/1998,08:12:12.0,51.8,,,,,,,,
9/30/1998,10:12:12.0,52.5,,,,,,,,
9/30/1998,12:12:12.0,53.2,,,,,,,,
9/30/1998,14:12:12.0,53.9,,,,,,,,
9/30/1998,16:12:12.0,53.2,,,,,,,,
9/30/1998,18:12:12.0,52.5,,,,,,,,
9/30/1998,20:12:12.0,51.1,,,,,,,,
9/30/1998,22:12:12.0,50.4,,,,,,,,
10/1/1998,00:12:12.0,49.7,,,,,,,,
10/1/1998,02:12:12.0,49,,,,,,,,
10/1/1998,04:12:12.0,48.3,,,,,,,,
10/1/1998,06:12:12.0,47.6,,,,,,,,
10/1/1998,08:12:12.0,47.6,,,,,,,,
10/1/1998,10:12:12.0,47.6,,,,,,,,
10/1/1998,12:12:12.0,49,,,,,,,,
10/1/1998,14:12:12.0,49.7,,,,,,,,
10/1/1998,16:12:12.0,49.7,,,,,,,,
10/1/1998,18:12:12.0,49,,,,,,,,
10/1/1998,20:12:12.0,49,,,,,,,,
10/1/1998,22:12:12.0,47.6,,,,,,,,
10/2/1998,00:12:12.0,46.8,,,,,,,,
10/2/1998,02:12:12.0,46.1,,,,,,,,
10/2/1998,04:12:12.0,45.4,,,,,,,,
10/2/1998,06:12:12.0,45.4,,,,,,,,
10/2/1998,08:12:12.0,45.4,,,,,,,,
10/2/1998,10:12:12.0,45.4,,,,,,,,
10/2/1998,12:12:12.0,46.8,,,,,,,,
10/2/1998,14:12:12.0,47.6,,,,,,,,
10/2/1998,16:12:12.0,47.6,,,,,,,,
10/2/1998,18:12:12.0,47.6,,,,,,,,
10/2/1998,20:12:12.0,46.8,,,,,,,,
10/2/1998,22:12:12.0,46.1,,,,,,,,
10/3/1998,00:12:12.0,45.4,,,,,,,,
10/3/1998,02:12:12.0,45.4,,,,,,,,
10/3/1998,04:12:12.0,44.7,,,,,,,,
10/3/1998,06:12:12.0,43.9,,,,,,,,
10/3/1998,08:12:12.0,43.9,,,,,,,,
10/3/1998,10:12:12.0,44.7,,,,,,,,
10/3/1998,12:12:12.0,45.4,,,,,,,,
10/3/1998,14:12:12.0,46.8,,,,,,,,
10/3/1998,16:12:12.0,46.8,,,,,,,,
10/3/1998,18:12:12.0,46.8,,,,,,,,
10/3/1998,20:12:12.0,46.1,,,,,,,,
10/3/1998,22:12:12.0,44.7,,,,,,,,
10/4/1998,00:12:12.0,43.9,,,,,,,,
10/4/1998,02:12:12.0,43.2,,,,,,,,
10/4/1998,04:12:12.0,43.2,,,,,,,,
10/4/1998,06:12:12.0,43.2,,,,,,,,
10/4/1998,08:12:12.0,43.2,,,,,,,,
10/4/1998,10:12:12.0,43.9,,,,,,,,
10/4/1998,12:12:12.0,45.4,,,,,,,,
10/4/1998,14:12:12.0,46.8,,,,,,,,
10/4/1998,16:12:12.0,46.8,,,,,,,,
10/4/1998,18:12:12.0,47.6,,,,,,,,
10/4/1998,20:12:12.0,46.8,,,,,,,,
10/4/1998,22:12:12.0,46.8,,,,,,,,
10/5/1998,00:12:12.0,46.8,,,,,,,,
10/5/1998,02:12:12.0,46.8,,,,,,,,
10/5/1998,04:12:12.0,46.8,,,,,,,,
10/5/1998,06:12:12.0,46.1,,,,,,,,
10/5/1998,08:12:12.0,46.1,,,,,,,,
10/5/1998,10:12:12.0,46.8,,,,,,,,
10/5/1998,12:12:12.0,47.6,,,,,,,,
10/5/1998,14:12:12.0,47.6,,,,,,,,
10/5/1998,16:12:12.0,47.6,,,,,,,,
10/5/1998,18:12:12.0,47.6,,,,,,,,
10/5/1998,20:12:12.0,46.8,,,,,,,,
10/5/1998,22:12:12.0,46.8,,,,,,,,
10/6/1998,00:12:12.0,47.6,,,,,,,,
10/6/1998,02:12:12.0,47.6,,,,,,,,
10/6/1998,04:12:12.0,47.6,,,,,,,,
10/6/1998,06:12:12.0,47.6,,,,,,,,
10/6/1998,08:12:12.0,47.6,,,,,,,,
10/6/1998,10:12:12.0,47.6,,,,,,,,
10/6/1998,12:12:12.0,47.6,,,,,,,,
10/6/1998,14:12:12.0,47.6,,,,,,,,
10/6/1998,16:12:12.0,47.6,,,,,,,,
10/6/1998,18:12:12.0,47.6,,,,,,,,
10/6/1998,20:12:12.0,47.6,,,,,,,,
10/6/1998,22:12:12.0,47.6,,,,,,,,
10/7/1998,00:12:12.0,47.6,,,,,,,,
10/7/1998,02:12:12.0,47.6,,,,,,,,
10/7/1998,04:12:12.0,47.6,,,,,,,,
10/7/1998,06:12:12.0,47.6,,,,,,,,
10/7/1998,08:12:12.0,47.6,,,,,,,,
10/7/1998,10:12:12.0,47.6,,,,,,,,
10/7/1998,12:12:12.0,47.6,,,,,,,,
10/7/1998,14:12:12.0,49,,,,,,,,
10/7/1998,16:12:12.0,49.7,,,,,,,,
10/7/1998,18:12:12.0,49.7,,,,,,,,
10/7/1998,20:12:12.0,49,,,,,,,,
10/7/1998,22:12:12.0,48.3,,,,,,,,
